deployment_organization_code,deployment_code,analysis_organization_code,analysis_code,recording_codes,analysis_sound_source_codes,analysis_granularity_code,analysis_start_datetime,analysis_end_datetime,analysis_sample_rate_khz,analysis_min_frequency_khz,analysis_max_frequency_khz,analysis_processing_code,analysis_quality_code,analysis_protocol_reference,analysis_dataset_url,analysis_release_data,analysis_release_pacm,detector_codes,detector_version,detector_json,detector_output_filename,detector_output_uri,analysis_analysts,analysis_json,analysis_comments
SWFSC,SWFSC_BCN_20160824_PASCAL_006,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-08-24T10:00:00Z,2016-08-29T12:59:59Z,288,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160824_PASCAL_006,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2016-08-25T02:00:00Z,2016-08-29T22:59:59Z,288,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160824_PASCAL_006,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2016-08-28T14:00:00Z,2016-08-28T21:59:59Z,288,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160824_PASCAL_006,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2016-08-27T15:00:00Z,2016-08-29T00:59:59Z,288,0,288,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160824_PASCAL_006,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2016-08-29T11:00:00Z,2016-08-29T13:59:59Z,288,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160824_PASCAL_006,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2016-08-24T13:00:00Z,2016-08-29T13:59:59Z,288,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160825_PASCAL_007,SWFSC,BEAKED_ANALYSIS,SM3M_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2016-08-25T20:00:00Z,2016-09-12T22:59:59Z,256,0,256,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160825_PASCAL_007,SWFSC,BLWH_ANALYSIS,SM3M_Recordings,BLWH,INTERVAL,2016-08-31T22:00:00Z,2016-09-12T13:59:59Z,256,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160825_PASCAL_007,SWFSC,GRAM_ANALYSIS,SM3M_Recordings,GRAM,INTERVAL,2016-08-30T13:00:00Z,2016-09-10T12:59:59Z,256,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160825_PASCAL_007,SWFSC,SPWH_ANALYSIS,SM3M_Recordings,SPWH,INTERVAL,2016-08-27T20:00:00Z,2016-09-10T06:59:59Z,256,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20160825_PASCAL_007,SWFSC,UNDO_ANALYSIS,SM3M_Recordings,UNDO,INTERVAL,2016-08-25T10:00:00Z,2016-09-09T08:59:59Z,256,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181005_CCES_014,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-10-07T16:00:00Z,2018-11-01T02:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181005_CCES_014,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-10-05T08:00:00Z,2018-11-01T15:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181005_CCES_014,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-10-08T22:00:00Z,2018-10-23T22:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181005_CCES_014,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-10-07T10:00:00Z,2018-10-07T14:59:59Z,576,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181005_CCES_014,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2018-10-11T03:00:00Z,2018-10-11T03:59:59Z,576,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181005_CCES_014,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-10-05T06:00:00Z,2018-11-01T16:59:59Z,576,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181030_CCES_016,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-11-03T19:00:00Z,2018-11-14T17:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181030_CCES_016,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-10-30T14:00:00Z,2018-11-15T22:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181030_CCES_016,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-11-08T03:00:00Z,2018-11-15T09:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181030_CCES_016,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-11-02T00:00:00Z,2018-11-07T02:59:59Z,576,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181030_CCES_016,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-10-31T04:00:00Z,2018-11-15T14:59:59Z,576,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_017,SWFSC,BEAKED_ANALYSIS,SM3M_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-10-31T21:00:00Z,2018-11-24T02:59:59Z,256,0,256,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_017,SWFSC,BLWH_ANALYSIS,SM3M_Recordings,BLWH,INTERVAL,2018-10-31T01:00:00Z,2018-11-23T19:59:59Z,256,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_017,SWFSC,HUWH_ANALYSIS,SM3M_Recordings,HUWH,INTERVAL,2018-11-03T13:00:00Z,2018-11-11T10:59:59Z,256,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_017,SWFSC,MIWH_ANALYSIS,SM3M_Recordings,MIWH,INTERVAL,2018-11-05T13:00:00Z,2018-11-18T05:59:59Z,256,0,12,POST-PROCESSED,�FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,GPL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_017,SWFSC,SPWH_ANALYSIS,SM3M_Recordings,SPWH,INTERVAL,2018-11-07T05:00:00Z,2018-11-20T01:59:59Z,256,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_017,SWFSC,UNDO_ANALYSIS,SM3M_Recordings,UNDO,INTERVAL,2018-10-31T07:00:00Z,2018-11-23T12:59:59Z,256,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-11-01T06:00:00Z,2018-11-15T06:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-11-02T20:00:00Z,2018-11-16T01:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-11-09T19:00:00Z,2018-11-10T20:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-10-31T21:00:00Z,2018-11-03T18:59:59Z,576,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,MIWH_ANALYSIS,SoundTrap_Recordings,MIWH,INTERVAL,2018-11-04T15:00:00Z,2018-11-13T15:59:59Z,576,0,12,POST-PROCESSED,�FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,GPL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-11-01T20:00:00Z,2018-11-09T20:59:59Z,576,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2018-11-01T21:00:00Z,2018-11-12T01:59:59Z,576,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181031_CCES_018,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-11-01T23:00:00Z,2018-11-16T03:59:59Z,576,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-11-02T11:00:00Z,2018-11-18T06:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-11-01T10:00:00Z,2018-11-18T12:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-11-04T22:00:00Z,2018-11-18T12:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-11-01T07:00:00Z,2018-11-04T13:59:59Z,576,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,MIWH_ANALYSIS,SoundTrap_Recordings,MIWH,INTERVAL,2018-11-06T14:00:00Z,2018-11-06T15:59:59Z,576,0,12,POST-PROCESSED,�FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,GPL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-11-06T13:00:00Z,2018-11-06T13:59:59Z,576,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2018-11-12T17:00:00Z,2018-11-12T17:59:59Z,576,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181101_CCES_019,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-11-01T21:00:00Z,2018-11-18T08:59:59Z,576,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181105_CCES_020,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-11-07T00:00:00Z,2018-11-21T12:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181105_CCES_020,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-11-05T14:00:00Z,2018-11-22T07:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181105_CCES_020,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-11-14T01:00:00Z,2018-11-20T18:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181105_CCES_020,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-11-05T16:00:00Z,2018-11-08T22:59:59Z,576,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181105_CCES_020,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-11-05T16:00:00Z,2018-11-20T22:59:59Z,576,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181105_CCES_020,SWFSC,SPWH_ANALYSIS,SoundTrap_Recordings,SPWH,INTERVAL,2018-11-08T03:00:00Z,2018-11-22T00:59:59Z,576,0,48,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181105_CCES_020,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-11-05T19:00:00Z,2018-11-22T13:59:59Z,576,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181106_CCES_021,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-11-06T06:00:00Z,2018-11-11T00:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181106_CCES_021,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-11-06T04:00:00Z,2018-11-11T09:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181106_CCES_021,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-11-09T15:00:00Z,2018-11-11T01:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181106_CCES_021,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-11-06T04:00:00Z,2018-11-07T21:59:59Z,576,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181106_CCES_021,SWFSC,MIWH_ANALYSIS,SoundTrap_Recordings,MIWH,INTERVAL,2018-11-08T16:00:00Z,2018-11-08T17:59:59Z,576,0,12,POST-PROCESSED,�FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,GPL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181106_CCES_021,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-11-08T18:00:00Z,2018-11-08T19:59:59Z,576,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181107_CCES_022,SWFSC,BEAKED_ANALYSIS,SoundTrap_Recordings,"BBWH,BW43,BWC,GOBW,HUBW,STBWH,UNME",INTERVAL,2018-11-09T01:00:00Z,2018-11-23T16:59:59Z,576,0,288,POST-PROCESSED,FULLY_VALIDATED,Simonis et al 2020 (https://swfsc-publications.fisheries.noaa.gov/publications/CR/2020/2020Simonis3.pdf),NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181107_CCES_022,SWFSC,BLWH_ANALYSIS,SoundTrap_Recordings,BLWH,INTERVAL,2018-11-07T16:00:00Z,2018-11-23T00:59:59Z,576,0,0.25,POST-PROCESSED,FULLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181107_CCES_022,SWFSC,FIWH_ANALYSIS,SoundTrap_Recordings,FIWH,INTERVAL,2018-11-15T16:00:00Z,2018-11-21T13:59:59Z,576,0,0.25,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181107_CCES_022,SWFSC,HUWH_ANALYSIS,SoundTrap_Recordings,HUWH,INTERVAL,2018-11-08T05:00:00Z,2018-11-10T12:59:59Z,576,0,3,POST-PROCESSED,PARTIALLY_VALIDATED,Unpublished,NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181107_CCES_022,SWFSC,NBHF_ANALYSIS,SoundTrap_Recordings,NBHF,INTERVAL,2018-11-09T19:00:00Z,2018-11-22T21:59:59Z,576,0,384,POST-PROCESSED,PARTIALLY_VALIDATED,https://sael-swfsc.github.io/adrift-analysis-methods/content/ToothedWhales/NBHF-Detection.html,NA,TRUE,TRUE,PAMGUARD_CLICK,NA,NA,NA,NA,NA,NA,NA
SWFSC,SWFSC_BCN_20181107_CCES_022,SWFSC,UNDO_ANALYSIS,SoundTrap_Recordings,UNDO,INTERVAL,2018-11-08T04:00:00Z,2018-11-23T14:59:59Z,576,0,100,POST-PROCESSED,FULLY_VALIDATED,"Soldevilla, M. S., Henderson, E. E., Campbell, G. S., Wiggins, S. M., Hildebrand, J. A., & Roch, M. A. (2008). Classification of Risso’s and Pacific white-sided dolphins using spectral properties of echolocation clicks. The Journal of the Acoustical Society of America, 124(1), 609–624. https://doi.org/10.1121/1.2932059",NA,TRUE,TRUE,MANUAL,NA,NA,NA,NA,NA,NA,NA
