organization_code,device_code,device_type_code,device_manufacturer,device_model_name,device_model_number,device_serial_number,device_description,device_start_date,device_end_date,device_alias,device_json,device_comments,child_device_codes
SWFSC,depth-sensor_17434,depth-sensor,ReefNet Inc.,,Sensus Ultra,17434,,,,,,,
SWFSC,depth-sensor_17438,depth-sensor,ReefNet Inc.,,Sensus Ultra,17438,,,,,,,
SWFSC,depth-sensor_17439,depth-sensor,ReefNet Inc.,,Sensus Ultra,17439,,,,,,,
SWFSC,depth-sensor_15518,depth-sensor,ReefNet Inc.,,Sensus Ultra,15518,,,,,,,
SWFSC,depth-sensor_15756,depth-sensor,ReefNet Inc.,,Sensus Ultra,15756,,,,,,,
SWFSC,depth-sensor_16530,depth-sensor,ReefNet Inc.,,Sensus Ultra,16530,,,,,,,
SWFSC,depth-sensor_16639,depth-sensor,ReefNet Inc.,,Sensus Ultra,16639,,,,,,,
SWFSC,depth-sensor_15720,depth-sensor,ReefNet Inc.,,Sensus Ultra,15720,,,,,,,
SWFSC,depth-sensor_15741,depth-sensor,ReefNet Inc.,,Sensus Ultra,15741,,,,,,,
SWFSC,depth-sensor_15756,depth-sensor,ReefNet Inc.,,Sensus Ultra,15756,,,,,,,
SWFSC,depth-sensor_15815,depth-sensor,ReefNet Inc.,,Sensus Ultra,15815,,,,,,,
SWFSC,depth-sensor_15817,depth-sensor,ReefNet Inc.,,Sensus Ultra,15817,,,,,,,
SWFSC,depth-sensor_16627,depth-sensor,ReefNet Inc.,,Sensus Ultra,16627,,,,,,,
SWFSC,depth-sensor_16835,depth-sensor,ReefNet Inc.,,Sensus Ultra,16835,,,,,,,
SWFSC,depth-sensor_15737,depth-sensor,ReefNet Inc.,,Sensus Ultra,15737,,,,,,,
SWFSC,depth-sensor_15761,depth-sensor,ReefNet Inc.,,Sensus Ultra,15761,,,,,,,
SWFSC,depth-sensor_15766,depth-sensor,ReefNet Inc.,,Sensus Ultra,15766,,,,,,,
SWFSC,depth-sensor_15771,depth-sensor,ReefNet Inc.,,Sensus Ultra,15771,,,,,,,
SWFSC,depth-sensor_15968,depth-sensor,ReefNet Inc.,,Sensus Ultra,15968,,,,,,,
SWFSC,depth-sensor_16408,depth-sensor,ReefNet Inc.,,Sensus Ultra,16408,,,,,,,
SWFSC,depth-sensor_16549,depth-sensor,ReefNet Inc.,,Sensus Ultra,16549,,,,,,,
SWFSC,depth-sensor_16583,depth-sensor,ReefNet Inc.,,Sensus Ultra,16583,,,,,,,
SWFSC,depth-sensor_17435,depth-sensor,ReefNet Inc.,,Sensus Ultra,17435,,,,,,,
