organization_code,deployment_code,recording_code,recording_device_codes,recording_start_datetime,recording_end_datetime,recording_duration_secs,recording_interval_secs,recording_sample_rate_khz,recording_bit_depth,recording_channel,recording_n_channels,recording_filetypes,recording_timezone,recording_usable_start_datetime,recording_usable_end_datetime,recording_usable_min_frequency_khz,recording_usable_max_frequency_khz,recording_quality_code,recording_device_lost,recording_device_depth_m,recording_redacted,recording_json,recording_uri,recording_comments
SWFSC,SWFSC_NEPac_20241002_CalCurCEAS_013,SoundTrap_Recordings,"SoundTrap_7518,HTI_856163,HTI_856171",2024-10-02T01:10:42Z,2024-10-04T03:49:59Z,360,360,384,16,1,2,WAV,UTC,2024-10-02T01:10:42Z,2024-10-04T03:49:59Z,0.1,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_013,
SWFSC,SWFSC_NEPac_20241002_CalCurCEAS_014,SoundTrap_Recordings,"SoundTrap_7519,HTI_856161,HTI_856176",2024-10-02T01:53:00Z,2024-10-05T02:06:00Z,360,360,384,16,1,2,WAV,UTC,2024-10-02T01:53:00Z,2024-10-05T02:06:00Z,0.02,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_014,
SWFSC,SWFSC_NEPac_20241005_CalCurCEAS_015,SoundTrap_Recordings,"SoundTrap_6663,HTI_856136,HTI_856145",2024-10-05T14:30:00Z,2024-10-11T14:32:59Z,360,360,384,16,1,2,WAV,UTC,2024-10-05T14:30:00Z,2024-10-11T14:32:59Z,0,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_015,
SWFSC,SWFSC_NEPac_20241006_CalCurCEAS_016,SoundTrap_Recordings,"SoundTrap_7936,HTI_856135,HTI_856147",2024-10-06T02:00:07Z,2024-10-13T15:54:00Z,360,360,384,16,1,2,WAV,UTC,2024-10-06T02:00:07Z,2024-10-13T15:54:00Z,0.035,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_016,
SWFSC,SWFSC_NEPac_20241006_CalCurCEAS_017,SoundTrap_Recordings,"SoundTrap_7518,HTI_856159,HTI_856177",2024-10-06T14:45:00Z,2024-10-12T13:53:00Z,360,360,384,16,1,2,WAV,UTC,2024-10-06T14:45:00Z,2024-10-12T13:53:00Z,0.125,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_017,
SWFSC,SWFSC_NEPac_20241006_CalCurCEAS_018,SoundTrap_Recordings,"SoundTrap_7930,HTI_856138,HTI_856151",2024-10-06T23:54:02Z,2024-10-11T21:40:00Z,360,360,384,16,1,2,WAV,UTC,2024-10-06T23:54:02Z,2024-10-11T21:40:00Z,0,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_018,
SWFSC,SWFSC_NEPac_20241009_CalCurCEAS_019,SoundTrap_Recordings,"SoundTrap_8595,HTI_856155,HTI_856166",2024-10-09T04:56:00Z,2024-10-15T21:30:00Z,360,360,384,16,1,2,WAV,UTC,2024-10-09T04:56:00Z,2024-10-15T21:30:00Z,0.1,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_019,
SWFSC,SWFSC_NEPac_20241026_CalCurCEAS_020,SoundTrap_Recordings,"SoundTrap_7936,HTI_856163,HTI_856171",2024-10-26T14:48:01Z,2024-11-09T09:35:16Z,360,360,384,16,1,2,WAV,UTC,2024-10-26T14:48:01Z,2024-11-09T09:35:16Z,0.02,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_020,
SWFSC,SWFSC_NEPac_20241027_CalCurCEAS_021,SoundTrap_Recordings,"SoundTrap_8595,HTI_856141,HTI_856144",2024-10-27T01:06:01Z,2024-11-07T14:56:23Z,360,360,384,16,1,2,WAV,UTC,2024-10-27T01:06:01Z,2024-11-07T14:56:23Z,0,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_021,
SWFSC,SWFSC_NEPac_20241027_CalCurCEAS_022,SoundTrap_Recordings,"SoundTrap_7521,HTI_856138,HTI_856151",2024-10-27T14:06:00Z,2024-11-09T07:40:32Z,360,360,384,16,1,2,WAV,UTC,2024-10-27T14:06:00Z,2024-11-09T07:40:32Z,0,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_022,
SWFSC,SWFSC_NEPac_20241028_CalCurCEAS_023,SoundTrap_Recordings,"SoundTrap_7518,HTI_856156,HTI_856167",2024-10-28T00:00:00Z,2024-11-11T06:27:54Z,360,360,384,16,1,2,WAV,UTC,2024-10-28T00:00:00Z,2024-11-11T06:27:54Z,0.02,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_023,
SWFSC,SWFSC_NEPac_20241111_CalCurCEAS_024,SoundTrap_Recordings,"SoundTrap_8595,HTI_856141,HTI_856144",2024-11-11T02:00:00Z,2024-11-24T15:16:00Z,360,360,384,16,1,2,WAV,UTC,2024-11-11T02:00:00Z,2024-11-24T15:16:00Z,0,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_024,
SWFSC,SWFSC_NEPac_20241120_CalCurCEAS_025,SoundTrap_Recordings,"SoundTrap_7517,HTI_856163,HTI_856171",2024-11-20T16:42:01Z,2024-12-03T17:15:22Z,360,360,384,16,1,2,WAV,UTC,2024-11-20T16:42:01Z,2024-12-03T17:15:22Z,0.015,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_025,
SWFSC,SWFSC_NEPac_20241122_CalCurCEAS_026,SoundTrap_Recordings,"SoundTrap_7939,HTI_856138,HTI_856151",2024-11-22T14:36:02Z,2024-12-02T23:09:46Z,360,360,384,16,1,2,WAV,UTC,2024-11-22T14:36:02Z,2024-12-02T23:09:46Z,0,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_026,
SWFSC,SWFSC_NEPac_20241123_CalCurCEAS_027,SoundTrap_Recordings,"SoundTrap_7950,HTI_856139,HTI_856148",2024-11-23T16:00:02Z,2024-12-03T06:17:03Z,360,360,384,16,1,2,WAV,UTC,2024-11-23T16:00:02Z,2024-12-03T06:17:03Z,0.1,192,GOOD,,100,,,gs:/swfsc-1/2024_CalCurCEAS/drifting_recorder/audio_wav/CalCurCEAS_027,
